economy,wbcodev2,Region,Income group,reportyr,WBL INDEX,GOING PLACES,Can a woman apply for a passport in the same way as a man?,Can a woman legally travel outside the country in the same way as a man?,Can a woman legally travel outside her home in the same way as a man?,Can a woman legally choose where to live in the same way as a man?,STARTING A JOB,Can a woman get a job or pursue a trade or profession in the same way as a man?,Does the law mandate nondiscrimination based on gender in employment?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,GETTING PAID,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,"Can women work in jobs deemed hazardous, arduous or morally inappropriate in the same way as men?",Are women able to work in the same industries as men?,GETTING MARRIED,Is a married woman not legally required to obey her husband?,Can a woman be head of household or head of family in the same way as a man?,Is there domestic violence legislation?,Can a woman obtain a judgment of divorce in the same way as a man?,Do women have the same rights to remarry as men?,HAVING CHILDREN,Is there paid leave of at least 14 weeks available to women?,"Does the government pay 100% of maternity leave benefits, or parental leave benefits (where maternity leave is unavailable)?",Is there paid paternity leave?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,RUNNING A BUSINESS,Can a woman legally sign a contract in the same way as a man?,Can a woman legally register a business in the same way as a  man?,Can a  woman legally open a bank account in the same way as a man?,Does the law prohibit discrimination by creditors on the basis of sex or gender?,MANAGING ASSETS,Do men and married women have equal ownership rights to property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,GETTING A PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Does the law establish explicit pension care credits for periods of childcare?
Finland,FIN,High income: OECD,High income,2016,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Finland,FIN,High income: OECD,High income,2017,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Finland,FIN,High income: OECD,High income,2018,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2009,91.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2010,91.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2011,91.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2012,94.38,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2013,94.38,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2014,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2015,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2016,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2017,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
France,FRA,High income: OECD,High income,2018,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2010,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2011,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2012,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2013,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2014,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2015,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2016,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2017,51.88,50,No,Yes,Yes,No,25,No,Yes,No,No,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2018,58.13,50,No,Yes,Yes,No,75,No,Yes,Yes,Yes,50,No,Yes,Yes,No,20,No,No,No,Yes,No,60,Yes,Yes,No,No,Yes,50,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2009,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2010,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2011,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2012,71.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2013,71.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2014,71.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2015,74.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2016,74.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2017,74.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2018,74.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2009,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2010,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2011,76.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2012,76.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2013,76.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2014,76.88,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2015,79.38,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2016,79.38,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2017,79.38,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Georgia,GEO,Europe & Central Asia,Lower middle income,2018,79.38,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Germany,DEU,High income: OECD,High income,2009,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2010,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2011,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2012,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2013,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2014,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2015,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2016,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2017,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Germany,DEU,High income: OECD,High income,2018,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2010,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2013,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2014,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2015,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2016,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2017,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2018,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Greece,GRC,High income: OECD,High income,2009,88.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Greece,GRC,High income: OECD,High income,2010,88.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Greece,GRC,High income: OECD,High income,2011,91.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Greece,GRC,High income: OECD,High income,2012,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Greece,GRC,High income: OECD,High income,2013,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Greece,GRC,High income: OECD,High income,2014,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Greece,GRC,High income: OECD,High income,2015,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Greece,GRC,High income: OECD,High income,2016,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Greece,GRC,High income: OECD,High income,2017,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Greece,GRC,High income: OECD,High income,2018,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,71.88,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Grenada,GRD,Latin America & Caribbean,Upper middle income,2010,71.88,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,71.88,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
